,name,count,func
26538,isayahc,1,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_settings
26539,isayahc,1,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_default
26540,isayahc,1,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.__init__
26541,isayahc,1,object.__setattr__
26542,isayahc,1,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.logger_format
26543,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._apply_auth_params
26544,isayahc,1,datetime.date.isoformat
26545,isayahc,1,multiprocessing.pool.ThreadPool.__init__
26546,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.__init__
26547,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_file
26548,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.pool
26549,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__call_api
26550,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.user_agent
26551,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.close
26552,isayahc,1,datetime.datetime.date
26553,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_object
26554,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_model
26555,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_datetime
26556,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_primitive
26557,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize_date
26558,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.request
26559,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.files_parameters
26560,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.parameters_to_tuples
26561,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.deserialize
26562,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.parameters_to_url_query
26563,isayahc,1,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.update_params_for_auth
26564,isayahc,1,set.difference
26565,isayahc,1,types.MappingProxyType.items
26566,isayahc,1,bytes.__eq__
26567,isayahc,1,autogpts.forge.forge.sdk.workspace.LocalWorkspace.exists
26568,isayahc,1,autogpts.forge.forge.sdk.workspace.LocalWorkspace.read
26569,isayahc,1,autogpts.forge.forge.sdk.workspace.LocalWorkspace.delete
26570,isayahc,1,autogpts.forge.forge.sdk.workspace.LocalWorkspace.list
26571,isayahc,1,autogpts.forge.forge.sdk.prompting.PromptEngine.get_closest_match
26572,isayahc,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.update
26573,isayahc,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.query
26574,isayahc,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.get
26575,isayahc,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.delete
26576,isayahc,1,autogpts.forge.forge.sdk.memory.memstore.MemStore.add
26577,isayahc,1,logging.Logger.exception
26578,isayahc,1,logging.Logger.isEnabledFor
26579,isayahc,1,logging.Logger._log
26580,isayahc,1,autogpts.forge.forge.sdk.forge_log.ConsoleFormatter.__init__
26581,isayahc,1,sqlite3.dbapi2.Cursor.fetchone
26582,isayahc,1,sqlite3.dbapi2.Cursor.execute
26583,isayahc,1,sqlite3.dbapi2.Connection.cursor
26584,isayahc,1,sqlalchemy.orm.session.Session.close
26585,isayahc,1,sqlalchemy.orm.session.sessionmaker.__init__
26586,isayahc,1,autogpts.forge.forge.sdk.agent.Agent.__init__
26587,isayahc,1,autogpts.forge.forge.sdk.db.AgentDB.__init__
26588,isayahc,1,autogpts.forge.forge.sdk.db.AgentDB.list_tasks
26589,isayahc,1,autogpts.forge.forge.sdk.db.AgentDB.list_steps
26590,isayahc,1,autogpts.forge.forge.sdk.db.AgentDB.list_artifacts
26591,isayahc,1,autogpts.forge.forge.sdk.db.AgentDB.get_task
26592,isayahc,1,autogpts.forge.forge.sdk.db.AgentDB.get_artifact
26593,isayahc,1,autogpts.forge.forge.sdk.db.AgentDB.create_task
26594,isayahc,1,autogpts.forge.forge.sdk.db.AgentDB.create_artifact
26595,isayahc,1,bytes.__add__
26596,isayahc,1,autogpts.forge.forge.sdk.abilities.registry.AbilityRegister.__init__
26597,isayahc,1,types.MappingProxyType.keys
26598,isayahc,1,inspect.Signature.parameters
26599,isayahc,1,set.add
26600,isayahc,1,autogpts.forge.forge.sdk.abilities.registry.AbilityRegister.register_abilities
26601,isayahc,1,autogpts.forge.forge.db.ForgeDatabase.add_chat_message
26602,isayahc,1,typing.NamedTuple._replace
26603,isayahc,1,re.Pattern.sub
26604,isayahc,1,requests.exceptions.RequestException.__init__
26605,isayahc,1,xml.etree.ElementTree.Element.__init__
26606,isayahc,1,xml.etree.ElementTree.ElementTree.__init__
26607,isayahc,1,xml.etree.ElementTree.ElementTree.write
26608,isayahc,1,autogpts.autogpt.tests.unit.test_retry_provider_openai.error_factory.RaisesError.__init__
26609,isayahc,1,git.exc.GitCommandError.__init__
26610,isayahc,1,io.TextIOWrapper.closed
26611,isayahc,1,hashlib._Hash.update
26612,isayahc,1,os._Environ.__getitem__
26613,isayahc,1,list.remove
26614,isayahc,1,PIL.Image.Image.tobytes
26615,isayahc,1,functools.partial.__new__
26616,isayahc,1,PIL.Image.Image.size
26617,isayahc,1,tempfile.TemporaryDirectory.__init__
26618,isayahc,1,importlib.abc.Loader.exec_module
26619,isayahc,1,dict.__or__
26620,isayahc,1,zipfile.ZipFile.extract
26621,isayahc,1,poetry.core.packages.dependency.Dependency.name
26622,isayahc,1,poetry.core.version.pep440.version.PEP440Version.parse
26623,isayahc,1,poetry.core.packages.package.Package.dependency_group
26624,isayahc,1,poetry.core.packages.dependency.Dependency.__str__
26625,isayahc,1,poetry.core.constraints.version.version_constraint.VersionConstraint.allows
26626,isayahc,1,poetry.core.poetry.Poetry.package
26627,isayahc,1,poetry.core.packages.dependency.Dependency.constraint
26628,isayahc,1,poetry.factory.Factory.create_poetry
26629,isayahc,1,argparse._ActionsContainer.add_mutually_exclusive_group
26630,isayahc,1,autogpts.autogpt.autogpt.workspace.workspace.Workspace.make_workspace
26631,isayahc,1,autogpts.autogpt.autogpt.workspace.workspace.Workspace.root
26632,isayahc,1,autogpts.autogpt.autogpt.workspace.workspace.Workspace.restrict_to_workspace
26633,isayahc,1,threading.Semaphore.release
26634,isayahc,1,threading.Semaphore.acquire
26635,isayahc,1,autogpts.autogpt.autogpt.speech.base.VoiceBase.__init__
26636,isayahc,1,autogpts.autogpt.autogpt.speech.say.TextToSpeechProvider._get_voice_engine
26637,isayahc,1,list.copy
26638,isayahc,1,autogpts.autogpt.autogpt.speech.eleven_labs.ElevenLabsSpeech._use_custom_voice
26639,isayahc,1,threading.Lock.__enter__
26640,isayahc,1,autogpts.autogpt.autogpt.speech.base.VoiceBase._speech
26641,isayahc,1,autogpts.autogpt.autogpt.speech.base.VoiceBase._setup
26642,isayahc,1,type.__call__
26643,isayahc,1,float.__rsub__
26644,isayahc,1,zipimport.zipimporter.__init__
26645,isayahc,1,zipimport.zipimporter.load_module
26646,isayahc,1,autogpts.autogpt.autogpt.plugins.plugins_config.PluginsConfig.deserialize_config_file
26647,isayahc,1,autogpts.autogpt.autogpt.plugins.plugins_config.PluginsConfig.create_empty_plugins_config
26648,isayahc,1,autogpts.autogpt.autogpt.models.context_item.FileContextItem.file_path
26649,isayahc,1,autogpts.autogpt.autogpt.models.context_item.ContextItem.description
26650,isayahc,1,autogpts.autogpt.autogpt.models.context_item.ContextItem.content
26651,isayahc,1,autogpts.autogpt.autogpt.models.context_item.ContextItem.source
26652,isayahc,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.unregister
26653,isayahc,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.import_command_module
26654,isayahc,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.__init__
26655,isayahc,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry._reload_module
26656,isayahc,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry._import_module
26657,isayahc,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.CommandCategory.__init__
26658,isayahc,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.register
26659,isayahc,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.register_module_category
26660,isayahc,1,autogpts.autogpt.autogpt.models.command_registry.CommandRegistry.get_command
26661,isayahc,1,autogpts.autogpt.autogpt.models.action_history.ActionErrorResult.__str__
26662,isayahc,1,autogpts.autogpt.autogpt.models.action_history.ActionInterruptedByHuman.__str__
26663,isayahc,1,autogpts.autogpt.autogpt.models.action_history.ActionSuccessResult.__str__
26664,isayahc,1,autogpts.autogpt.autogpt.models.action_history.EpisodicActionHistory.__getitem__
26665,isayahc,1,typing.MutableSet.remove
26666,isayahc,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItem.dump
26667,isayahc,1,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.load_index
26668,isayahc,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItem.relevance_for
26669,isayahc,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.score
26670,isayahc,1,autogpts.autogpt.autogpt.memory.vector.providers.base.VectorMemoryProvider.score_memories_for_relevance
26671,isayahc,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.__str__
26672,isayahc,1,autogpts.autogpt.autogpt.memory.vector.providers.base.VectorMemoryProvider.get_relevant
26673,isayahc,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.calculate_scores
26674,isayahc,1,autogpts.autogpt.autogpt.memory.vector.memory_item.MemoryItemRelevance.of
26675,isayahc,1,autogpts.autogpt.autogpt.memory.vector.providers.json_file.JSONFileMemory.__init__
26676,isayahc,1,autogpts.autogpt.autogpt.memory.vector.providers.no_memory.NoMemory.__init__
26677,isayahc,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.create_nested_directory
26678,isayahc,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.get_agent_short_name
26679,isayahc,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.create_outer_directory
26680,isayahc,1,autogpts.autogpt.autogpt.logs.log_cycle.LogCycleHandler.create_inner_directory
26681,isayahc,1,str.zfill
26682,isayahc,1,logging.Handler.flush
26683,isayahc,1,logging.Handler.handleError
26684,isayahc,1,logging.Handler.format
26685,isayahc,1,autogpts.autogpt.autogpt.logs.handlers.TTSHandler.format
26686,isayahc,1,logging.Handler.__init__
26687,isayahc,1,logging.LogRecord.getMessage
26688,isayahc,1,autogpts.autogpt.autogpt.logs.handlers.JsonFileHandler.format
26689,isayahc,1,autogpts.autogpt.autogpt.logs.handlers.TTSHandler.__init__
26690,isayahc,1,autogpts.autogpt.autogpt.logs.formatters.AutoGptFormatter.__init__
26691,isayahc,1,unittest.mock._patcher.object
26692,isayahc,1,pathlib.Path.expanduser
26693,isayahc,1,autogpts.autogpt.autogpt.core.workspace.simple.SimpleWorkspace.root
26694,isayahc,1,autogpts.autogpt.autogpt.core.workspace.simple.SimpleWorkspace.restrict_to_workspace
26695,isayahc,1,autogpts.autogpt.autogpt.core.workspace.simple.SimpleWorkspace._sanitize_path
26696,isayahc,1,jsonschema.validators._Validator.iter_errors
26697,isayahc,1,jsonschema.validators._Validator.__init__
26698,isayahc,1,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_typescript_object_interface
26699,isayahc,1,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.parse_properties
26700,isayahc,1,str.__rmul__
26701,isayahc,1,autogpts.autogpt.autogpt.core.runner.client_lib.logging.config.BelowLevelFilter.__init__
26702,isayahc,1,autogpts.autogpt.autogpt.core.resource.model_providers.schema.ModelProviderUsage.update_usage
26703,isayahc,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai._OpenAIRetryHandler._backoff
26704,isayahc,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai._OpenAIRetryHandler._log_rate_limit_error
26705,isayahc,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai.OpenAIProvider._get_embedding_kwargs
26706,isayahc,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai.OpenAIProvider._get_completion_kwargs
26707,isayahc,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai.OpenAIProvider.get_tokenizer
26708,isayahc,1,autogpts.autogpt.autogpt.core.resource.model_providers.openai._OpenAIRetryHandler.__init__
26709,isayahc,1,autogpts.autogpt.autogpt.core.plugin.simple.SimplePluginService.load_from_file_path
26710,isayahc,1,autogpts.autogpt.autogpt.core.plugin.simple.SimplePluginService.load_from_import_path
26711,isayahc,1,autogpts.autogpt.autogpt.core.plugin.simple.SimplePluginService.load_from_installed_package
26712,isayahc,1,autogpts.autogpt.autogpt.core.plugin.simple.SimplePluginService.load_from_workspace
26713,isayahc,1,autogpts.autogpt.autogpt.core.planning.simple.SimplePlanner._make_template_kwargs_for_strategy
26714,isayahc,1,autogpts.autogpt.autogpt.core.memory.simple.MessageHistory.__init__
26715,isayahc,1,autogpts.autogpt.autogpt.core.memory.simple.SimpleMemory._load_message_history
26716,isayahc,1,autogpts.autogpt.autogpt.core.configuration.schema.SystemConfiguration.get_user_config
26717,isayahc,1,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent.__init__
26718,isayahc,1,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._update_tasks_and_memory
26719,isayahc,1,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._evaluate_task_and_add_context
26720,isayahc,1,autogpts.autogpt.autogpt.core.agent.simple.SimpleAgent._choose_next_ability
26721,isayahc,1,autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.get_ability
26722,isayahc,1,autogpts.autogpt.autogpt.core.ability.simple.SimpleAbilityRegistry.register_ability
26723,isayahc,1,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.WriteFile._check_preconditions
26724,isayahc,1,autogpts.autogpt.autogpt.core.ability.builtins.file_operations.ReadFile._check_preconditions
26725,isayahc,1,autogpts.autogpt.autogpt.core.ability.base.Ability.name
26726,isayahc,1,autogpts.autogpt.autogpt.core.ability.base.Ability.description
26727,isayahc,1,autogpts.autogpt.autogpt.core.ability.base.Ability.parameters
26728,isayahc,1,autogpts.autogpt.autogpt.core.ability.base.Ability.spec
26729,isayahc,1,autogpts.autogpt.autogpt.config.config.ConfigBuilder.load_azure_config
26730,isayahc,1,autogpts.autogpt.autogpt.config.config.Config.get_azure_credentials
26731,isayahc,1,bool.__new__
26732,isayahc,1,requests.sessions.Session.__init__
26733,isayahc,1,requests.models.Response.ok
26734,isayahc,1,git.repo.base.Repo.clone_from
26735,isayahc,1,autogpts.autogpt.autogpt.commands.file_operations_utils.FileContext.read_file
26736,isayahc,1,autogpts.autogpt.autogpt.commands.file_operations_utils.FileContext.__init__
26737,isayahc,1,bytes.__contains__
26738,isayahc,1,charset_normalizer.models.CharsetMatch.encoding
26739,isayahc,1,charset_normalizer.models.CharsetMatches.best
26740,isayahc,1,autogpts.autogpt.autogpt.commands.file_operations_utils.ParserStrategy.read
26741,isayahc,1,pathlib.PurePath.as_posix
26742,isayahc,1,git.repo.base.Repo.__init__
26743,isayahc,1,git.refs.reference.Reference.name
26744,isayahc,1,git.repo.base.Repo.active_branch
26745,isayahc,1,autogpts.autogpt.autogpt.app.spinner.Spinner.print_message
26746,isayahc,1,itertools.cycle.__init__
26747,isayahc,1,autogpts.autogpt.autogpt.app.spinner.Spinner.stop
26748,isayahc,1,autogpts.autogpt.autogpt.app.spinner.Spinner.start
26749,isayahc,1,float.__ne__
26750,isayahc,1,float.__eq__
26751,isayahc,1,int.__rsub__
26752,isayahc,1,str.lstrip
26753,isayahc,1,int.__abs__
26754,isayahc,1,click.exceptions.UsageError.__init__
26755,isayahc,1,reversed.__init__
26756,isayahc,1,list.insert
26757,isayahc,1,reversed.__next__
26758,isayahc,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_intro_prompt
26759,isayahc,1,filter.__init__
26760,isayahc,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_goals_info
26761,isayahc,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_commands_list
26762,isayahc,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_os_info
26763,isayahc,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy._generate_budget_constraint
26764,isayahc,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy.compile_progress
26765,isayahc,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy.build_system_prompt
26766,isayahc,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy.response_format_instruction
26767,isayahc,1,contextlib.ExitStack.__enter__
26768,isayahc,1,autogpts.autogpt.autogpt.agents.features.watchdog.WatchdogMixin.propose_action
26769,isayahc,1,autogpts.autogpt.autogpt.agents.features.context.AgentContext.__init__
26770,isayahc,1,autogpts.autogpt.autogpt.agents.base.BaseAgent.build_prompt
26771,isayahc,1,autogpts.autogpt.autogpt.agents.base.BaseAgent.on_response
26772,isayahc,1,autogpts.autogpt.autogpt.agents.base.BaseAgent.on_before_think
26773,isayahc,1,autogpts.autogpt.autogpt.agents.base.BaseAgent.parse_and_process_response
26774,isayahc,1,autogpts.autogpt.autogpt.agents.features.context.AgentContext.add
26775,isayahc,1,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.build_prompt
26776,isayahc,1,autogpts.autogpt.autogpt.agents.prompt_strategies.one_shot.OneShotAgentPromptStrategy.__init__
26777,lollms,1,enum.Enum.__new__
26778,lollms,1,zoos.bindings_zoo.remote_lollms.LoLLMs.tokenize
26779,lollms,1,zoos.bindings_zoo.open_ai.OpenAIGPT.tokenize
26780,lollms,1,lollms.config.TypedConfig.save
26781,lollms,1,zoos.bindings_zoo.hugging_face.HuggingFace._is_chinese_char
26782,lollms,1,zoos.bindings_zoo.hugging_face.HuggingFace.tokenize
26783,lollms,1,urllib.request.Request.__init__
26784,lollms,1,pathlib.PurePath.with_suffix
26785,lollms,1,lollms.binding.LLMBinding.print_class_attributes
26786,lollms,1,lollms.helpers.ASCIIColors.magenta
26787,lollms,1,int.__pow__
26788,lollms,1,zoos.bindings_zoo.bs_petals.Petals._is_chinese_char
26789,lollms,1,lollms.config.TypedConfig.__getitem__
26790,lollms,1,zoos.bindings_zoo.bs_petals.Petals.start_server
26791,lollms,1,zoos.bindings_zoo.bs_mplug_owl.mPLUG_Owl._is_chinese_char
26792,lollms,1,zoos.bindings_zoo.bs_mplug_owl.mPLUG_Owl.tokenize
26793,lollms,1,float.__add__
26794,lollms,1,int.__mod__
26795,lollms,1,str.splitlines
26796,lollms,1,pathlib.Path.rglob
26797,lollms,1,pathlib.Path.is_file
26798,lollms,1,lollms.utilities.DocumentDecomposer.decompose_document
26799,lollms,1,lollms.utilities.TextVectorizer.file_exists
26800,lollms,1,lollms.utilities.TextVectorizer.load_from_json
26801,lollms,1,lollms.utilities.GenericDataLoader.read_json_file
26802,lollms,1,lollms.utilities.GenericDataLoader.read_docx_file
26803,lollms,1,lollms.utilities.GenericDataLoader.read_pptx_file
26804,lollms,1,lollms.utilities.GenericDataLoader.read_pdf_file
26805,lollms,1,lollms.utilities.GenericDataLoader.read_html_file
26806,lollms,1,lollms.utilities.GenericDataLoader.read_text_file
26807,lollms,1,lollms.utilities.File64BitsManager.raw_b64_img
26808,lollms,1,lollms.utilities.File64BitsManager.extract_content_from_base64
26809,lollms,1,lollms.utilities.DocumentDecomposer.tokenize_sentences
26810,lollms,1,lollms.utilities.DocumentDecomposer.split_into_paragraphs
26811,lollms,1,lollms.utilities.DocumentDecomposer.clean_text
26812,lollms,1,lollms.utilities.AdvancedGarbageCollector.safeHardCollect
26813,lollms,1,lollms.utilities.AdvancedGarbageCollector.hardCollect
26814,lollms,1,lollms.helpers.ASCIIColors.cyan
26815,lollms,1,lollms.terminal.Menu.display_help
26816,lollms,1,lollms.terminal.Menu.yes_no_question
26817,lollms,1,lollms.terminal.MainMenu.install_model
26818,lollms,1,lollms.terminal.Menu.__init__
26819,lollms,1,lollms.personality.AIPersonality.detect_antiprompt
26820,lollms,1,lollms.personality.APScript.remove_text_from_string
26821,lollms,1,lollms.personality.APScript.save_config_file
26822,lollms,1,lollms.personality.AIPersonality.model_top_p
26823,lollms,1,lollms.personality.AIPersonality.model_temperature
26824,lollms,1,lollms.personality.AIPersonality.model_repeat_penalty
26825,lollms,1,lollms.personality.AIPersonality.model_top_k
26826,lollms,1,lollms.personality.StateMachine.__init__
26827,lollms,1,lollms.personality.APScript.install
26828,lollms,1,lollms.personality.APScript.load_personality_config
26829,lollms,1,lollms.utilities.GenericDataLoader.read_file
26830,lollms,1,lollms.personality.AIPersonality.category
26831,lollms,1,lollms.personality.AIPersonality.load_personality
26832,lollms,1,lollms.personality.AIPersonality.assets_list
26833,lollms,1,lollms.paths.LollmsPaths.create_directories
26834,lollms,1,lollms.paths.LollmsPaths.copy_default_config
26835,lollms,1,lollms.main_config.LOLLMSConfig.sync_cfg
26836,lollms,1,lollms.main_config.LOLLMSConfig.__init__
26837,lollms,1,lollms.langchain_integration.LLMModel.stream
26838,lollms,1,lollms.data.SocketIOFile.convert_to_base64
26839,lollms,1,lollms.data.SocketIOFile.calculate_sha256
26840,lollms,1,lollms.data.SocketIOFile.save_file
26841,lollms,1,lollms.binding.ModelBuilder.build_model
26842,lollms,1,lollms.binding.LLMBinding.load_binding_config
26843,lollms,1,lollms.apps.train.Trainer.__init__
26844,lollms,1,lollms.apps.train.Trainer.start_training
26845,lollms,1,lollms.apps.settings.Settings.__init__
26846,lollms,1,lollms.apps.server.LoLLMsServer.__init__
26847,lollms,1,lollms.utilities.TextVectorizer.toJson
26848,lollms,1,lollms.utilities.TextVectorizer.add_document
26849,lollms,1,lollms.utilities.TextVectorizer.recover_text
26850,lollms,1,lollms.apps.server.LoLLMsServer.build_binding
26851,lollms,1,lollms.apps.server.LoLLMsServer.run
26852,lollms,1,lollms.apps.server.LoLLMsServer.initialize_routes
26853,lollms,1,lollms.apps.console.Conversation.start_conversation
26854,lollms,1,lollms.apps.console.Conversation.remove_text_from_string
26855,lollms,1,lollms.apps.console.Conversation.log
26856,lollms,1,lollms.apps.console.Conversation.stop_log
26857,lollms,1,lollms.apps.console.Conversation.start_log
26858,lollms,1,lollms.apps.console.Conversation.reset_context
26859,lollms,1,examples.lllm_qt_client.lllm_qt_client.ServerConnector.list_personalities
26860,lollms,1,examples.lllm_qt_client.lllm_qt_client.ServerConnector.disconnect_from_server
26861,lollms,1,examples.lllm_qt_client.lllm_qt_client.ServerConnector.__init__
26862,lollms,1,examples.lllm_qt_client.lllm_qt_client.MainWindow.update_statusbar
26863,lollms,1,io.TextIOWrapper.writelines
26864,lollms,1,examples.chat_forever.personas2.Persona.__init__
26865,lollms,1,examples.chat_forever.console3.MyConversation.gen_rewrite
26866,lollms,1,typing.MutableMapping.update
26867,lollms,1,examples.chat_forever.console2.MyConversation.gen_rewrite
26868,lollms,1,examples.chat_forever.base_persona.Persona.__init__
26869,lollms,1,ast.NodeVisitor.generic_visit
26870,lollms,1,build.lib.lollms.utilities.TextVectorizer.embed_query
26871,lollms,1,numpy.ndarray.__truediv__
26872,lollms,1,build.lib.lollms.utilities.TextVectorizer.file_exists
26873,lollms,1,build.lib.lollms.utilities.DocumentDecomposer.decompose_document
26874,lollms,1,build.lib.lollms.utilities.TextVectorizer.load_from_json
26875,lollms,1,numpy._ArrayOrScalarCommon.tolist
26876,lollms,1,build.lib.lollms.utilities.GenericDataLoader.read_html_file
26877,lollms,1,build.lib.lollms.utilities.GenericDataLoader.read_pdf_file
26878,lollms,1,build.lib.lollms.utilities.GenericDataLoader.read_pptx_file
26879,lollms,1,build.lib.lollms.utilities.GenericDataLoader.read_docx_file
26880,lollms,1,build.lib.lollms.utilities.GenericDataLoader.read_text_file
26881,lollms,1,build.lib.lollms.utilities.GenericDataLoader.read_json_file
26882,lollms,1,build.lib.lollms.utilities.File64BitsManager.raw_b64_img
26883,lollms,1,build.lib.lollms.utilities.File64BitsManager.extract_content_from_base64
26884,lollms,1,build.lib.lollms.utilities.DocumentDecomposer.tokenize_sentences
26885,lollms,1,build.lib.lollms.utilities.DocumentDecomposer.split_into_paragraphs
26886,lollms,1,build.lib.lollms.utilities.DocumentDecomposer.clean_text
26887,lollms,1,build.lib.lollms.utilities.AdvancedGarbageCollector.safeHardCollect
26888,lollms,1,build.lib.lollms.utilities.AdvancedGarbageCollector.hardCollect
26889,lollms,1,build.lib.lollms.terminal.Menu.display_help
26890,lollms,1,build.lib.lollms.terminal.Menu.yes_no_question
26891,lollms,1,build.lib.lollms.terminal.MainMenu.install_model
26892,lollms,1,build.lib.lollms.terminal.Menu.__init__
26893,lollms,1,build.lib.lollms.personality.AIPersonality.__init__
26894,lollms,1,build.lib.lollms.personality.APScript.remove_text_from_string
26895,lollms,1,build.lib.lollms.personality.AIPersonality.detect_antiprompt
26896,lollms,1,build.lib.lollms.personality.APScript.save_config_file
26897,lollms,1,build.lib.lollms.personality.AIPersonality.model_temperature
26898,lollms,1,build.lib.lollms.personality.AIPersonality.model_top_p
26899,lollms,1,build.lib.lollms.personality.AIPersonality.model_repeat_penalty
26900,lollms,1,build.lib.lollms.personality.AIPersonality.model_top_k
26901,lollms,1,build.lib.lollms.personality.APScript.print_prompt
26902,lollms,1,lollms.utilities.PromptReshaper.build
26903,lollms,1,lollms.utilities.PromptReshaper.__init__
26904,lollms,1,build.lib.lollms.personality.APScript.generate
26905,lollms,1,build.lib.lollms.personality.APScript.load_personality_config
26906,lollms,1,build.lib.lollms.personality.StateMachine.__init__
26907,lollms,1,build.lib.lollms.personality.APScript.install
26908,lollms,1,build.lib.lollms.personality.AIPersonality.category
26909,lollms,1,build.lib.lollms.personality.AIPersonality.load_personality
26910,lollms,1,build.lib.lollms.personality.AIPersonality.assets_list
26911,lollms,1,build.lib.lollms.paths.LollmsPaths.create_directories
26912,lollms,1,build.lib.lollms.paths.LollmsPaths.copy_default_config
26913,lollms,1,build.lib.lollms.main_config.LOLLMSConfig.__init__
26914,lollms,1,build.lib.lollms.main_config.LOLLMSConfig.sync_cfg
26915,lollms,1,build.lib.lollms.langchain_integration.LLMModel.stream
26916,lollms,1,build.lib.lollms.data.SocketIOFile.convert_to_base64
26917,lollms,1,build.lib.lollms.data.SocketIOFile.calculate_sha256
26918,lollms,1,build.lib.lollms.data.SocketIOFile.save_file
26919,lollms,1,build.lib.lollms.config.BaseConfig.from_template
26920,lollms,1,build.lib.lollms.config.BaseConfig.save_config
26921,lollms,1,build.lib.lollms.config.BaseConfig.__init__
26922,lollms,1,build.lib.lollms.binding.LLMBinding.build_model
26923,lollms,1,build.lib.lollms.binding.ModelBuilder.build_model
26924,lollms,1,build.lib.lollms.binding.LLMBinding.load_binding_config
26925,lollms,1,build.lib.lollms.binding.LLMBinding.install
26926,lollms,1,build.lib.lollms.binding.BindingBuilder.getBinding
26927,lollms,1,build.lib.lollms.apps.train.Trainer.__init__
